distance_m,has_solution,theta_deg,v_nominal_mps,v_low_mps,v_high_mps,delta_v_mps,time_of_flight_s,entry_angle_deg,z_apex_m,failure_reason
4.58000,1,61.5400,7.79931,7.55471,8.18492,0.63021,1.20149,-52.9641,3.05711,
4.59000,1,61.4900,7.80351,7.55932,8.18853,0.62921,1.20160,-52.9084,3.05742,
4.60000,1,61.4400,7.80771,7.56394,8.19211,0.62818,1.20170,-52.8527,3.05772,
4.61000,1,61.3900,7.81191,7.56855,8.19570,0.62715,1.20181,-52.7970,3.05802,
4.62000,1,61.3400,7.81611,7.57316,8.19928,0.62612,1.20191,-52.7413,3.05832,
4.63000,1,61.3000,7.82093,7.57834,8.20355,0.62521,1.20230,-52.7016,3.05944,
4.64000,1,61.2500,7.82513,7.58295,8.20714,0.62419,1.20240,-52.6459,3.05972,
4.65000,1,61.2000,7.82934,7.58756,8.21074,0.62318,1.20250,-52.5902,3.06000,
4.66000,1,61.1500,7.83355,7.59216,8.21434,0.62217,1.20259,-52.5346,3.06028,
4.67000,1,61.1100,7.83835,7.59733,8.21858,0.62125,1.20298,-52.4948,3.06137,
4.68000,1,61.0600,7.84256,7.60194,8.22221,0.62028,1.20307,-52.4392,3.06164,
4.69000,1,61.0100,7.84677,7.60654,8.22582,0.61928,1.20316,-52.3835,3.06189,
4.70000,1,60.9600,7.85098,7.61115,8.22944,0.61829,1.20325,-52.3279,3.06215,
4.71000,1,60.9200,7.85578,7.61630,8.23369,0.61739,1.20362,-52.2881,3.06322,
4.72000,1,60.8700,7.86000,7.62091,8.23733,0.61642,1.20370,-52.2324,3.06346,
4.73000,1,60.8200,7.86421,7.62551,8.24095,0.61544,1.20379,-52.1768,3.06370,
4.74000,1,60.7700,7.86843,7.63012,8.24458,0.61446,1.20387,-52.1211,3.06393,
4.75000,1,60.7300,7.87322,7.63526,8.24885,0.61359,1.20423,-52.0813,3.06498,
4.76000,1,60.6800,7.87744,7.63986,8.25249,0.61262,1.20431,-52.0257,3.06520,
4.77000,1,60.6300,7.88166,7.64447,8.25613,0.61166,1.20438,-51.9701,3.06542,
4.78000,1,60.5800,7.88588,7.64907,8.25977,0.61070,1.20446,-51.9145,3.06563,
4.79000,1,60.5400,7.89068,7.65420,8.26405,0.60984,1.20482,-51.8746,3.06666,
4.80000,1,60.4900,7.89490,7.65881,8.26770,0.60889,1.20489,-51.8190,3.06686,
4.81000,1,60.4400,7.89913,7.66341,8.27135,0.60794,1.20495,-51.7634,3.06705,
4.82000,1,60.4000,7.90391,7.66854,8.27563,0.60709,1.20530,-51.7235,3.06806,
4.83000,1,60.3500,7.90814,7.67314,8.27929,0.60615,1.20537,-51.6679,3.06825,
4.84000,1,60.3000,7.91237,7.67774,8.28296,0.60521,1.20543,-51.6123,3.06843,
4.85000,1,60.2600,7.91716,7.68286,8.28724,0.60438,1.20578,-51.5724,3.06942,
4.86000,1,60.2100,7.92139,7.68746,8.29091,0.60345,1.20584,-51.5168,3.06959,
4.87000,1,60.1600,7.92563,7.69207,8.29458,0.60252,1.20589,-51.4613,3.06976,
4.88000,1,60.1200,7.93041,7.69718,8.29887,0.60169,1.20623,-51.4214,3.07074,
4.89000,1,60.0700,7.93465,7.70178,8.30255,0.60077,1.20629,-51.3658,3.07089,
4.90000,1,60.0200,7.93889,7.70639,8.30624,0.59985,1.20634,-51.3102,3.07104,
4.91000,1,59.9800,7.94367,7.71149,8.31053,0.59904,1.20667,-51.2703,3.07200,
4.92000,1,59.9300,7.94791,7.71610,8.31422,0.59813,1.20672,-51.2147,3.07214,
4.93000,1,59.8800,7.95215,7.72070,8.31792,0.59722,1.20677,-51.1592,3.07228,
4.94000,1,59.8400,7.95693,7.72580,8.32221,0.59641,1.20710,-51.1192,3.07322,
4.95000,1,59.7900,7.96118,7.73041,8.32592,0.59551,1.20714,-51.0637,3.07335,
4.96000,1,59.7400,7.96543,7.73501,8.32963,0.59462,1.20718,-51.0081,3.07347,
4.97000,1,59.7000,7.97021,7.74011,8.33392,0.59382,1.20750,-50.9682,3.07439,
4.98000,1,59.6500,7.97446,7.74471,8.33764,0.59293,1.20754,-50.9126,3.07451,
4.99000,1,59.6100,7.97924,7.74980,8.34194,0.59213,1.20786,-50.8727,3.07542,
5.00000,1,59.5600,7.98349,7.75441,8.34566,0.59125,1.20789,-50.8172,3.07552,
5.01000,1,59.5100,7.98775,7.75902,8.34939,0.59037,1.20793,-50.7616,3.07562,
5.02000,1,59.4700,7.99253,7.76411,8.35370,0.58959,1.20824,-50.7216,3.07652,
5.03000,1,59.4200,7.99679,7.76872,8.35743,0.58872,1.20827,-50.6661,3.07661,
5.04000,1,59.3800,8.00156,7.77380,8.36169,0.58789,1.20858,-50.6261,3.07750,
5.05000,1,59.3300,8.00583,7.77841,8.36548,0.58707,1.20861,-50.5706,3.07757,
5.06000,1,59.2800,8.01010,7.78302,8.36923,0.58621,1.20863,-50.5151,3.07765,
5.07000,1,59.2400,8.01487,7.78810,8.37354,0.58544,1.20893,-50.4751,3.07852,
5.08000,1,59.1900,8.01914,7.79271,8.37730,0.58459,1.20896,-50.4196,3.07858,
5.09000,1,59.1500,8.02392,7.79779,8.38161,0.58382,1.20925,-50.3796,3.07944,
5.10000,1,59.1000,8.02819,7.80240,8.38537,0.58297,1.20927,-50.3241,3.07950,
5.11000,1,59.0500,8.03247,7.80702,8.38914,0.58213,1.20929,-50.2686,3.07955,
5.12000,1,59.0100,8.03725,7.81209,8.39346,0.58137,1.20958,-50.2286,3.08039,
5.13000,1,58.9600,8.04153,7.81671,8.39724,0.58053,1.20960,-50.1731,3.08043,
5.14000,1,58.9200,8.04630,7.82178,8.40156,0.57978,1.20989,-50.1331,3.08127,
5.15000,1,58.8700,8.05059,7.82640,8.40534,0.57895,1.20990,-50.0776,3.08130,
5.16000,1,58.8300,8.05536,7.83147,8.40967,0.57820,1.21018,-50.0376,3.08213,
5.17000,1,58.7800,8.05965,7.83609,8.41346,0.57737,1.21019,-49.9821,3.08215,
5.18000,1,58.7400,8.06443,7.84115,8.41778,0.57663,1.21047,-49.9421,3.08296,
5.19000,1,58.6900,8.06872,7.84577,8.42159,0.57581,1.21048,-49.8866,3.08298,
5.20000,1,58.6500,8.07350,7.85084,8.42591,0.57507,1.21076,-49.8466,3.08378,
5.21000,1,58.6000,8.07780,7.85546,8.42972,0.57426,1.21076,-49.7911,3.08378,
5.22000,1,58.5600,8.08257,7.86052,8.43399,0.57347,1.21103,-49.7510,3.08458,
5.23000,1,58.5100,8.08687,7.86515,8.43787,0.57272,1.21103,-49.6956,3.08457,
5.24000,1,58.4600,8.09118,7.86978,8.44170,0.57192,1.21103,-49.6402,3.08456,
5.25000,1,58.4200,8.09596,7.87484,8.44604,0.57120,1.21129,-49.6001,3.08534,
5.26000,1,58.3700,8.10027,7.87947,8.44987,0.57040,1.21129,-49.5447,3.08532,
5.27000,1,58.3300,8.10505,7.88453,8.45421,0.56968,1.21155,-49.5046,3.08609,
5.28000,1,58.2800,8.10937,7.88917,8.45805,0.56889,1.21154,-49.4492,3.08606,
5.29000,1,58.2400,8.11414,7.89422,8.46240,0.56817,1.21181,-49.4091,3.08682,
5.30000,1,58.2000,8.11891,7.89928,8.46668,0.56741,1.21207,-49.3690,3.08758,
5.31000,1,58.1500,8.12324,7.90391,8.47059,0.56668,1.21205,-49.3136,3.08754,
5.32000,1,58.1100,8.12801,7.90897,8.47494,0.56598,1.21231,-49.2735,3.08828,
5.33000,1,58.0600,8.13235,7.91361,8.47880,0.56520,1.21229,-49.2181,3.08823,
5.34000,1,58.0200,8.13712,7.91866,8.48316,0.56450,1.21255,-49.1779,3.08896,
5.35000,1,57.9700,8.14146,7.92330,8.48703,0.56372,1.21253,-49.1226,3.08890,
5.36000,1,57.9300,8.14623,7.92836,8.49138,0.56303,1.21278,-49.0824,3.08963,
5.37000,1,57.8800,8.15058,7.93300,8.49526,0.56226,1.21275,-49.0271,3.08956,
5.38000,1,57.8400,8.15535,7.93805,8.49962,0.56157,1.21300,-48.9869,3.09028,
5.39000,1,57.7900,8.15970,7.94271,8.50351,0.56081,1.21297,-48.9316,3.09020,
5.40000,1,57.7500,8.16448,7.94776,8.50788,0.56012,1.21322,-48.8914,3.09090,
5.41000,1,57.7000,8.16884,7.95241,8.51178,0.55937,1.21319,-48.8361,3.09082,
5.42000,1,57.6600,8.17361,7.95746,8.51615,0.55869,1.21343,-48.7959,3.09151,
5.43000,1,57.6200,8.17839,7.96251,8.52052,0.55801,1.21366,-48.7558,3.09220,
5.44000,1,57.5700,8.18276,7.96717,8.52443,0.55726,1.21363,-48.7004,3.09210,
5.45000,1,57.5300,8.18754,7.97221,8.52880,0.55659,1.21387,-48.6603,3.09279,
5.46000,1,57.4800,8.19191,7.97688,8.53272,0.55584,1.21383,-48.6050,3.09268,
5.47000,1,57.4400,8.19669,7.98193,8.53710,0.55518,1.21406,-48.5648,3.09335,
5.48000,1,57.4000,8.20147,7.98697,8.54146,0.55449,1.21429,-48.5246,3.09402,
5.49000,1,57.3500,8.20585,7.99164,8.54541,0.55377,1.21425,-48.4693,3.09390,
5.50000,1,57.3100,8.21063,7.99669,8.54980,0.55311,1.21447,-48.4291,3.09455,
5.51000,1,57.2600,8.21502,8.00136,8.55374,0.55238,1.21443,-48.3738,3.09442,
5.52000,1,57.2200,8.21980,8.00641,8.55813,0.55173,1.21465,-48.3336,3.09507,
5.53000,1,57.1800,8.22459,8.01145,8.56252,0.55107,1.21488,-48.2934,3.09572,
5.54000,1,57.1300,8.22898,8.01613,8.56648,0.55035,1.21483,-48.2381,3.09557,
5.55000,1,57.0900,8.23377,8.02118,8.57087,0.54970,1.21504,-48.1979,3.09621,
5.56000,1,57.0400,8.23817,8.02586,8.57484,0.54898,1.21499,-48.1427,3.09605,
5.57000,1,57.0000,8.24296,8.03091,8.57924,0.54833,1.21521,-48.1024,3.09668,
5.58000,1,56.9600,8.24775,8.03595,8.58364,0.54769,1.21542,-48.0622,3.09730,
5.59000,1,56.9100,8.25216,8.04064,8.58762,0.54698,1.21536,-48.0070,3.09714,
5.60000,1,56.8700,8.25695,8.04569,8.59203,0.54634,1.21558,-47.9667,3.09775,
5.61000,1,56.8300,8.26175,8.05074,8.59644,0.54571,1.21578,-47.9265,3.09835,
5.62000,1,56.7800,8.26616,8.05543,8.60043,0.54500,1.21572,-47.8713,3.09818,
5.63000,1,56.7400,8.27096,8.06048,8.60485,0.54437,1.21593,-47.8310,3.09877,
5.64000,1,56.7000,8.27576,8.06552,8.60927,0.54374,1.21613,-47.7908,3.09937,
5.65000,1,56.6500,8.28019,8.07023,8.61327,0.54304,1.21607,-47.7356,3.09918,
5.66000,1,56.6100,8.28499,8.07528,8.61769,0.54242,1.21627,-47.6953,3.09976,
5.67000,1,56.5700,8.28979,8.08032,8.62212,0.54180,1.21647,-47.6551,3.10034,
5.68000,1,56.5200,8.29422,8.08503,8.62614,0.54111,1.21640,-47.5999,3.10014,
5.69000,1,56.4800,8.29903,8.09008,8.63057,0.54049,1.21659,-47.5596,3.10071,
5.70000,1,56.4400,8.30383,8.09513,8.63500,0.53987,1.21679,-47.5194,3.10128,
5.71000,1,56.3900,8.30828,8.09985,8.63903,0.53919,1.21672,-47.4642,3.10106,
5.72000,1,56.3500,8.31308,8.10490,8.64347,0.53857,1.21691,-47.4239,3.10162,
5.73000,1,56.3100,8.31789,8.10995,8.64791,0.53796,1.21710,-47.3836,3.10217,
5.74000,1,56.2600,8.32235,8.11467,8.65196,0.53729,1.21702,-47.3285,3.10194,
5.75000,1,56.2200,8.32716,8.11972,8.65640,0.53668,1.21721,-47.2882,3.10249,
5.76000,1,56.1800,8.33197,8.12477,8.66085,0.53608,1.21739,-47.2479,3.10302,
5.77000,1,56.1400,8.33679,8.12983,8.66530,0.53547,1.21758,-47.2076,3.10356,
5.78000,1,56.0900,8.34126,8.13456,8.66937,0.53481,1.21749,-47.1525,3.10332,
5.79000,1,56.0500,8.34607,8.13961,8.67382,0.53421,1.21767,-47.1122,3.10384,
5.80000,1,56.0100,8.35089,8.14467,8.67828,0.53361,1.21785,-47.0719,3.10436,
5.81000,1,55.9700,8.35571,8.14972,8.68274,0.53301,1.21803,-47.0316,3.10488,
5.82000,1,55.9200,8.36019,8.15447,8.68683,0.53236,1.21794,-46.9765,3.10462,
5.83000,1,55.8800,8.36502,8.15952,8.69129,0.53177,1.21811,-46.9362,3.10513,
5.84000,1,55.8400,8.36984,8.16458,8.69576,0.53118,1.21829,-46.8959,3.10563,
5.85000,1,55.8000,8.37466,8.16963,8.70020,0.53057,1.21846,-46.8556,3.10613,
5.86000,1,55.7500,8.37916,8.17439,8.70433,0.52994,1.21836,-46.8005,3.10585,
5.87000,1,55.7100,8.38399,8.17945,8.70881,0.52936,1.21853,-46.7602,3.10634,
5.88000,1,55.6700,8.38882,8.18451,8.71329,0.52878,1.21870,-46.7198,3.10683,
5.89000,1,55.6300,8.39365,8.18957,8.71777,0.52820,1.21886,-46.6795,3.10731,
5.90000,1,55.5800,8.39816,8.19433,8.72189,0.52756,1.21876,-46.6244,3.10702,
5.91000,1,55.5400,8.40300,8.19940,8.72638,0.52699,1.21893,-46.5841,3.10749,
5.92000,1,55.5000,8.40783,8.20446,8.73087,0.52641,1.21909,-46.5438,3.10796,
5.93000,1,55.4600,8.41267,8.20952,8.73536,0.52584,1.21925,-46.5035,3.10843,
5.94000,1,55.4100,8.41720,8.21430,8.73951,0.52521,1.21914,-46.4484,3.10812,
5.95000,1,55.3700,8.42204,8.21937,8.74401,0.52464,1.21930,-46.4081,3.10858,
5.96000,1,55.3300,8.42688,8.22443,8.74851,0.52407,1.21945,-46.3677,3.10903,
5.97000,1,55.2900,8.43173,8.22950,8.75301,0.52351,1.21961,-46.3274,3.10948,
5.98000,1,55.2500,8.43657,8.23457,8.75751,0.52295,1.21976,-46.2871,3.10992,
5.99000,1,55.2100,8.44142,8.23963,8.76199,0.52235,1.21991,-46.2467,3.11036,
6.00000,1,55.1600,8.44597,8.24443,8.76620,0.52177,1.21980,-46.1917,3.11003,
6.01000,1,55.1200,8.45082,8.24950,8.77071,0.52121,1.21994,-46.1513,3.11046,
6.02000,1,55.0800,8.45567,8.25458,8.77523,0.52065,1.22009,-46.1110,3.11088,
6.03000,1,55.0400,8.46053,8.25965,8.77975,0.52010,1.22023,-46.0706,3.11131,
6.04000,1,55.0000,8.46538,8.26472,8.78427,0.51955,1.22038,-46.0303,3.11172,
6.05000,1,54.9500,8.46995,8.26953,8.78847,0.51894,1.22026,-45.9753,3.11137,
6.06000,1,54.9100,8.47482,8.27461,8.79300,0.51839,1.22040,-45.9349,3.11178,
6.07000,1,54.8700,8.47968,8.27969,8.79754,0.51784,1.22054,-45.8946,3.11219,
6.08000,1,54.8300,8.48454,8.28477,8.80207,0.51730,1.22067,-45.8542,3.11259,
6.09000,1,54.7900,8.48941,8.28985,8.80661,0.51676,1.22081,-45.8138,3.11299,
6.10000,1,54.7500,8.49427,8.29493,8.81115,0.51622,1.22095,-45.7735,3.11338,
